subject_id,question,question_image,answer,answer_image,ease_factor,interval_days,next_review_date,repetitions
15,"What is the difference between a programming language's syntax and its semantics?",,"Syntax defines the structural rules, grammar, and format that dictate how code tokens must be written, while semantics defines the actual behavior, meaning, and execution logic of those structural statements.",,2.5,0,2026-05-19,0
15,"Contrast compilation with pure interpretation regarding execution speed and implementation costs.",,"Compilation translates source code entirely into native machine code beforehand, yielding fast execution times but high initial compilation overhead. Interpretation processes code line-by-line via an emulator, reducing startup delay but introducing significant execution speed penalties.",,2.5,0,2026-05-19,0
15,"What is the functional purpose of a Just-In-Time (JIT) compiler, and what trade-off does it manage?",,"A JIT compiler compiles bytecode into native machine code dynamically during application execution. It balances the quick startup time of interpretation with the high-speed execution optimization of static compilation.",,2.5,0,2026-05-19,0
15,"Differentiate between strong binding (static typing) and dynamic typing regarding error detection and performance.",,"Static typing binds variables to explicit data types at compile time, catching errors early and maximizing performance. Dynamic typing binds types to values at runtime, increasing developer flexibility but introducing runtime type-checking overhead.",,2.5,0,2026-05-19,0
15,"What is a closure in programming language design, and what memory tracking construct does it require?",,"A closure is a first-class function instance that retains access to its lexical scope and free variables even after its parent outer function has finished executing, requiring heap allocation instead of standard stack cleanup.",,2.5,0,2026-05-19,0
15,"Explain the design trade-off between explicit manual memory management and automatic Garbage Collection (GC).",,"Manual memory management (e.g., C) yields optimal execution speed and predictability but risks memory leaks or dangling pointers. Automatic GC eliminates memory bugs but introduces performance pauses and higher runtime resource overhead.",,2.5,0,2026-05-19,0
15,"What is the difference between static scoping and dynamic scoping when resolving a free variable identifier?",,"Static (lexical) scoping resolves variable access based on the spatial structural layout of the source code at compile-time, while dynamic scoping searches upward through the active sequential chain of function execution calls at runtime.",,2.5,0,2026-05-19,0
15,"What does Orthogonality mean in programming language architecture?",,"A design property where a small set of primitive language constructs can be combined in a relatively small number of ways, and every possible combination is valid and behaves predictably without unexpected side effects.",,2.5,0,2026-05-19,0
15,"Contrast the memory layout and parameter passing mechanics of Call-by-Value versus Call-by-Reference.",,"Call-by-Value copies the actual argument data payload into a new local stack variable, preventing side effects. Call-by-Reference passes the memory address of the argument, letting the function directly mutate the caller's original variable.",,2.5,0,2026-05-19,0
15,"What is Referential Transparency in Functional Programming languages?",,"A property where any expression can be replaced with its evaluated value without changing the program's behavior, which requires the complete absence of global mutable state or side effects.",,2.5,0,2026-05-19,0
15,"What is the difference between parametric polymorphism and subtype polymorphism?",,"Parametric polymorphism allows a single function or class to execute generically across arbitrary types (generics), whereas subtype polymorphism relies on class hierarchies where a single interface masks varying implementations.",,2.5,0,2026-05-19,0
15,"Explain the design philosophy behind Rust's ownership and borrowing model compared to traditional C/C++ memory architectures.",,"Rust enforces strict compile-time rules governing memory ownership, resource lifetimes, and reference borrowing to guarantee absolute thread and memory safety without needing the runtime speed penalty of a garbage collector.",,2.5,0,2026-05-19,0
15,"What structural layout issue characterizes Multiple Inheritance in Object-Oriented languages like C++, and how do languages like Java bypass it?",,"The 'Diamond Problem', where a subclass inherits from two parents that derive from a single grandparent, creating ambiguity over duplicate methods. Java avoids this by supporting single class inheritance supplemented by multiple stateless Interfaces.",,2.5,0,2026-05-19,0
15,"What is the purpose of an Abstract Syntax Tree (AST) inside a language compiler compiler pipeline?",,"An intermediate hierarchical tree data structure that represents the logical nested grammar profile of source code tokens, stripped of trivial formatting syntax like semicolons or parentheses.",,2.5,0,2026-05-19,0
15,"What are first-class functions, and which programming paradigms rely heavily on them?",,"Functions treated as first-class citizens that can be stored in variables, passed as routine parameters, or returned from other functions. This capability is the structural foundation of the Functional Programming paradigm.",,2.5,0,2026-05-19,0
