subject_id,question,question_image,answer,answer_image,ease_factor,interval_days,next_review_date,repetitions
11,"What is the physical difference between a scalar quantity and a vector quantity?",,"A scalar quantity is completely specified by its magnitude alone (e.g., mass, time, temperature), whereas a vector quantity requires both a magnitude and a spatial direction (e.g., displacement, velocity, force).",,2.5,0,2026-05-19,0
11,"Define instantaneous velocity in terms of a position vector r(t).",,"Instantaneous velocity is the first derivative of the position vector with respect to time: v(t) = dr/dt. It represents the slope of a position-time graph.",,2.5,0,2026-05-19,0
11,"In projectile motion, why does the horizontal component of velocity remain constant while the vertical component changes?",,"Because there is no horizontal force acting on the projectile (neglecting air resistance) to cause acceleration, whereas gravity exerts a constant downward vertical force causing a steady acceleration of -9.8 m/s².",,2.5,0,2026-05-19,0
11,"State Newton's Second Law of Motion in terms of linear momentum (p).",,"F = dp/dt, meaning the net force acting on an object is equal to the time rate of change of its linear momentum.",,2.5,0,2026-05-19,0
11,"What condition must be met for the total linear momentum of a system of particles to be conserved?",,"The net external force acting on the system must be zero (ΣF_ext = 0). Internal forces between particles do not change the total momentum.",,2.5,0,2026-05-19,0
11,"Differentiate between elastic, inelastic, and perfectly inelastic collisions regarding kinetic energy and momentum conservation.",,"In all three collisions, total momentum is conserved. Kinetic energy is conserved ONLY in elastic collisions. In a perfectly inelastic collision, the maximum amount of kinetic energy is lost as the objects stick together.",,2.5,0,2026-05-19,0
11,"State the Work-Kinetic Energy Theorem.",,"The net work done on an object by all combined external forces equals the net change in its kinetic energy: W_net = ΔK = (1/2)m*v_f² - (1/2)m*v_i².",,2.5,0,2026-05-19,0
11,"What defines a conservative force, and how is it mathematically related to potential energy (U)?",,"A force is conservative if the work it does on an object moving between two points is independent of the path taken. It is related to potential energy by the equation: F = -dU/dx.",,2.5,0,2026-05-19,0
11,"What is the rotational analog of mass in linear mechanics, and how is it calculated for a collection of point masses?",,"The Moment of Inertia (I), which measures an object's resistance to rotational acceleration. For point masses, it is calculated as: I = Σ (m_i * r_i²), where r is the perpendicular distance to the rotation axis.",,2.5,0,2026-05-19,0
11,"State Newton's Second Law for Rotation using torque (τ) and angular acceleration (α).",,"τ_net = I * α, where τ_net is the sum of all external torques, I is the moment of inertia, and α is the angular acceleration.",,2.5,0,2026-05-19,0
11,"What two static equilibrium conditions must an extended rigid body satisfy to remain completely at rest?",,"1. Translational Equilibrium: The vector sum of all external forces must be zero (ΣF = 0). 2. Rotational Equilibrium: The vector sum of all external torques must be zero (Στ = 0).",,2.5,0,2026-05-19,0
11,"State Newton's Law of Universal Gravitation.",,"F = G * (m1 * m2) / r², which states that every point mass attracts every other point mass with a force directly proportional to the product of their masses and inversely proportional to the square of the distance between their centers.",,2.5,0,2026-05-19,0
11,"State Kepler's Third Law regarding planetary orbits.",,"The square of the orbital period (T) of a planet is directly proportional to the cube of the semi-major axis (r) of its orbit: T² ∝ r³.",,2.5,0,2026-05-19,0
11,"State Pascal's Principle regarding fluid mechanics.",,"A change in pressure applied to an enclosed fluid is transmitted undiminished to every point of the fluid and to the walls of the containing vessel.",,2.5,0,2026-05-19,0
11,"State Archimedes' Principle.",,"Any object, wholly or partially immersed in a fluid, is buoyed up by a force equal to the weight of the fluid that the object displaces: F_buoyant = ρ_fluid * V_submerged * g.",,2.5,0,2026-05-19,0
11,"What physical behavior is described by Bernoulli's Equation for fluid flow along a streamline?",,"It expresses the conservation of energy in fluid dynamics: P + (1/2)ρ*v² + ρ*g*h = constant. It implies that an increase in fluid speed occurs simultaneously with a decrease in pressure.",,2.5,0,2026-05-19,0
11,"State the First Law of Thermodynamics in terms of internal energy (ΔE_int), heat added (Q), and work done BY the system (W).",,"ΔE_int = Q - W, which is a specific expression of the law of conservation of energy for thermal systems.",,2.5,0,2026-05-19,0
11,"What is an adiabatic process, and how does it restrict heat exchange?",,"An adiabatic process is one in which no heat enters or leaves the system (Q = 0), meaning any change in internal energy results solely from work done on or by the system.",,2.5,0,2026-05-19,0
11,"State the Second Law of Thermodynamics in terms of entropy (S).",,"The total entropy of an isolated system can never decrease over time; it can only remain constant for ideal reversible processes or increase for spontaneous irreversible processes (ΔS_universe >= 0).",,2.5,0,2026-05-19,0
11,"What is the defining condition for an object to undergo Simple Harmonic Motion (SHM)?",,"The object must experience a restoring force that is directly proportional to its displacement from equilibrium and directed opposite to that displacement: F = -k*x.",,2.5,0,2026-05-19,0
11,"What is the structural difference between a transverse wave and a longitudinal wave?",,"In a transverse wave, particles of the medium oscillate perpendicular to the direction of wave propagation (e.g., light waves). In a longitudinal wave, particles oscillate parallel to the direction of wave propagation (e.g., sound waves).",,2.5,0,2026-05-19,0
11,"What physical phenomenon occurs due to the Doppler Effect?",,"An observed change in the frequency/pitch of a wave when there is relative motion between the wave source and the observer.",,2.5,0,2026-05-19,0
11,"Explain the principle of superposition for intersecting waves.",,"When two or more waves overlap in space, the resultant displacement at any point is the algebraic sum of the displacements of the individual component waves.",,2.5,0,2026-05-19,0
11,"What path length difference (ΔL) condition causes constructive versus destructive interference between two coherent monochromatic waves?",,"Constructive interference occurs when the path length difference is an integer multiple of the wavelength: ΔL = m*λ. Destructive interference occurs when it is a half-integer multiple: ΔL = (m + 0.5)*λ.",,2.5,0,2026-05-19,0
11,"What is light polarization, and what class of waves does it apply to?",,"Polarization is the orientation of the electric field oscillations of a light wave within a single geometric plane. It applies strictly to transverse waves.",,2.5,0,2026-05-19,0
11,"Explain how the Ultraviolet Catastrophe led Max Planck to hypothesize the quantization of light.",,"Classical mechanics predicted that a blackbody would radiate infinite energy at short ultraviolet wavelengths. Planck resolved this breakdown by postulating that energy is emitted only in discrete packets called quanta: E = n*h*f.",,2.5,0,2026-05-19,0
11,"What key observation of the Photoelectric Effect could classical wave theory not explain, and how did Einstein resolve it?",,"Classical wave theory predicted that higher light intensity would increase photoelectron kinetic energy. Einstein resolved this by proposing that light acts as a stream of localized particles (photons), where kinetic energy depends strictly on light frequency: K_max = h*f - Φ.",,2.5,0,2026-05-19,0
